"HOW TO REPLACE AN IMAGE: make your new photo, crop it to the aspect ratio shown, export it at EXACTLY the width × height shown, save it with the SAME file name (WebP for .webp rows, JPG for .jpg rows) and overwrite the old file. Most photos have two rows (a small and a large size) — replace both with the same picture. No HTML changes needed."

"No.","File (inside the website folder)","Width (px)","Height (px)","Aspect ratio","What it is","Shown on page","Description / alt text (already in the HTML)","Current image","Temporary stock credit","Brief for the replacement photo","Slot (for the tools)"
"1158","assets/images/industries/restaurants-printing-dubai-1280.webp","1280","853","3:2","Industry page – top banner (also industry lists)","/industries/restaurants/","Café table with printed menus, a tent card and a paper place mat beside coffee","Temporary stock","Clay Banks (Unsplash 1Uj0HmqQFGk)","Realistic commercial photograph, 3:2 landscape, of a bright Dubai café interior with a wooden table set with laminated menus, an A6 tent card and a printed paper place mat, coffee cups and pastries, warm natural window light, eye-level angle, shallow depth of field, fictional brand name, no real logos, no Flash Print Solution branding.","ind:restaurants"
"1159","assets/images/og/restaurants-printing-dubai.jpg","1200","630","1.91:1","Social share preview (Facebook, WhatsApp, LinkedIn…) – JPG","/industries/restaurants/","Café table with printed menus, a tent card and a paper place mat beside coffee","Temporary stock","Clay Banks (Unsplash 1Uj0HmqQFGk)","Same photo as above, cropped to 1200 × 630","ind:restaurants"
"1160","assets/images/industries/restaurants-application-640.webp","640","800","4:5","Industry page – side photo","/industries/restaurants/","Waiter presenting an open bilingual menu with matt laminated pages at a restaurant table","Temporary stock","Martin Baron (Unsplash OLU4q7o01Dk)","Realistic commercial photograph, 4:5 portrait, of a waiter's hands presenting an open bilingual Arabic and English menu with matt laminated pages to a seated guest in a modern Dubai restaurant, warm evening lighting, close-up at table height, fictional brand name, no real logos, no Flash Print Solution branding.","ind:restaurants:app"
"1161","assets/images/industries/restaurants-application-1000.webp","1000","1250","4:5","Industry page – side photo","/industries/restaurants/","Waiter presenting an open bilingual menu with matt laminated pages at a restaurant table","Temporary stock","Martin Baron (Unsplash OLU4q7o01Dk)","Realistic commercial photograph, 4:5 portrait, of a waiter's hands presenting an open bilingual Arabic and English menu with matt laminated pages to a seated guest in a modern Dubai restaurant, warm evening lighting, close-up at table height, fictional brand name, no real logos, no Flash Print Solution branding.","ind:restaurants:app"
"1162","assets/images/industries/real-estate-printing-dubai-768.webp","768","512","3:2","Industry page – top banner (also industry lists)","/industries/real-estate/","Property sales gallery with brochures on a table, floor-plan boards and a large wall render","Temporary stock","A65 Design (Unsplash f3QterYFO-o)","Realistic commercial photograph, 3:2 landscape, of a modern Dubai property sales gallery with square launch brochures and floor-plan inserts fanned on a marble table, acrylic unit boards and a large printed wall render of a waterfront tower behind, soft daylight, wide eye-level view, fictional brand name, no real logos, no Flash Print Solution branding.","ind:real-estate"
"1163","assets/images/industries/real-estate-printing-dubai-1280.webp","1280","853","3:2","Industry page – top banner (also industry lists)","/industries/real-estate/","Property sales gallery with brochures on a table, floor-plan boards and a large wall render","Temporary stock","A65 Design (Unsplash f3QterYFO-o)","Realistic commercial photograph, 3:2 landscape, of a modern Dubai property sales gallery with square launch brochures and floor-plan inserts fanned on a marble table, acrylic unit boards and a large printed wall render of a waterfront tower behind, soft daylight, wide eye-level view, fictional brand name, no real logos, no Flash Print Solution branding.","ind:real-estate"
"1164","assets/images/og/real-estate-printing-dubai.jpg","1200","630","1.91:1","Social share preview (Facebook, WhatsApp, LinkedIn…) – JPG","/industries/real-estate/","Property sales gallery with brochures on a table, floor-plan boards and a large wall render","Temporary stock","A65 Design (Unsplash f3QterYFO-o)","Same photo as above, cropped to 1200 × 630","ind:real-estate"
"1165","assets/images/industries/real-estate-application-640.webp","640","800","4:5","Industry page – side photo","/industries/real-estate/","Hands opening a square property brochure with a soft-touch cover and floor-plan insert","Temporary stock","Compagnons (Unsplash f4grplcxTjQ)","Realistic commercial photograph, 4:5 portrait, of a buyer's hands opening a square off-plan property brochure with a matt soft-touch cover and gold foil title, a loose A4 floor-plan insert sliding from a pocket folder, marble desk, soft window light, close-up, fictional brand name, no real logos, no Flash Print Solution branding.","ind:real-estate:app"
"1166","assets/images/industries/real-estate-application-1000.webp","1000","1250","4:5","Industry page – side photo","/industries/real-estate/","Hands opening a square property brochure with a soft-touch cover and floor-plan insert","Temporary stock","Compagnons (Unsplash f4grplcxTjQ)","Realistic commercial photograph, 4:5 portrait, of a buyer's hands opening a square off-plan property brochure with a matt soft-touch cover and gold foil title, a loose A4 floor-plan insert sliding from a pocket folder, marble desk, soft window light, close-up, fictional brand name, no real logos, no Flash Print Solution branding.","ind:real-estate:app"
"1167","assets/images/industries/hospitality-printing-dubai-768.webp","768","512","3:2","Industry page – top banner (also industry lists)","/industries/hospitality/","Hotel room desk with an in-room directory and tent card, door hanger on the handle","Temporary stock","Antonio Araujo (Unsplash xQbmc2FnK3Y)","Realistic commercial photograph, 3:2 landscape, of an elegant Dubai hotel room with a writing desk holding a bound in-room directory and a room-service tent card, a printed door hanger on the door handle in the foreground, warm evening lamp light, wide eye-level view, fictional brand name, no real logos, no Flash Print Solution branding.","ind:hospitality"
"1168","assets/images/industries/hospitality-printing-dubai-1280.webp","1280","853","3:2","Industry page – top banner (also industry lists)","/industries/hospitality/","Hotel room desk with an in-room directory and tent card, door hanger on the handle","Temporary stock","Antonio Araujo (Unsplash xQbmc2FnK3Y)","Realistic commercial photograph, 3:2 landscape, of an elegant Dubai hotel room with a writing desk holding a bound in-room directory and a room-service tent card, a printed door hanger on the door handle in the foreground, warm evening lamp light, wide eye-level view, fictional brand name, no real logos, no Flash Print Solution branding.","ind:hospitality"
"1169","assets/images/og/hospitality-printing-dubai.jpg","1200","630","1.91:1","Social share preview (Facebook, WhatsApp, LinkedIn…) – JPG","/industries/hospitality/","Hotel room desk with an in-room directory and tent card, door hanger on the handle","Temporary stock","Antonio Araujo (Unsplash xQbmc2FnK3Y)","Same photo as above, cropped to 1200 × 630","ind:hospitality"
"1170","assets/images/industries/hospitality-application-640.webp","640","800","4:5","Industry page – side photo","/industries/hospitality/","Laminated card door hanger with bilingual Do Not Disturb text on a hotel door handle","Temporary stock","visuals (Unsplash zh0TlY18OjE)","Realistic commercial photograph, 4:5 portrait, close-up of a matt laminated card door hanger with a die-cut hook on a brushed steel hotel door handle, bilingual Arabic and English 'Do not disturb' text, dark wood door, soft corridor lighting, fictional brand name, no real logos, no Flash Print Solution branding.","ind:hospitality:app"
"1171","assets/images/industries/hospitality-application-1000.webp","1000","1250","4:5","Industry page – side photo","/industries/hospitality/","Laminated card door hanger with bilingual Do Not Disturb text on a hotel door handle","Temporary stock","visuals (Unsplash zh0TlY18OjE)","Realistic commercial photograph, 4:5 portrait, close-up of a matt laminated card door hanger with a die-cut hook on a brushed steel hotel door handle, bilingual Arabic and English 'Do not disturb' text, dark wood door, soft corridor lighting, fictional brand name, no real logos, no Flash Print Solution branding.","ind:hospitality:app"
"1172","assets/images/industries/retail-printing-dubai-768.webp","768","512","3:2","Industry page – top banner (also industry lists)","/industries/retail/","Boutique shopfront in a mall with sale graphics on the glass and illuminated fascia letters","Temporary stock","krisna azie (Unsplash 73G3F3VHLQk)","Realistic commercial photograph, 3:2 landscape, of a fashion boutique shopfront inside a bright Dubai mall, illuminated 3D fascia letters above, seasonal sale graphics on the glass, a printed standee at the entrance and shoppers passing, even ambient light, straight-on view, fictional brand name, no real logos, no Flash Print Solution branding.","ind:retail"
"1173","assets/images/industries/retail-printing-dubai-1280.webp","1280","853","3:2","Industry page – top banner (also industry lists)","/industries/retail/","Boutique shopfront in a mall with sale graphics on the glass and illuminated fascia letters","Temporary stock","krisna azie (Unsplash 73G3F3VHLQk)","Realistic commercial photograph, 3:2 landscape, of a fashion boutique shopfront inside a bright Dubai mall, illuminated 3D fascia letters above, seasonal sale graphics on the glass, a printed standee at the entrance and shoppers passing, even ambient light, straight-on view, fictional brand name, no real logos, no Flash Print Solution branding.","ind:retail"
"1174","assets/images/og/retail-printing-dubai.jpg","1200","630","1.91:1","Social share preview (Facebook, WhatsApp, LinkedIn…) – JPG","/industries/retail/","Boutique shopfront in a mall with sale graphics on the glass and illuminated fascia letters","Temporary stock","krisna azie (Unsplash 73G3F3VHLQk)","Same photo as above, cropped to 1200 × 630","ind:retail"
